ISIN,Ticker,InstrumentName,InstrumentType,Currency,Exchange,Price,Vendor
USJQ0C6BKWKU,QCOM,QUALCOMM Incorporated,Technology,USD,NMS,154.41889999999998,VendorB
USV399BMIOKC,VZ,Verizon Communications Inc.,Communication Services,USD,NYQ,40.3293,VendorB
USAETN7TNKHJ,BKNG,Booking Holdings Inc.,Consumer Cyclical,USD,NMS,5099.0759,VendorB
USLQ5RDA65JZ,DHR,Danaher Corporation,Healthcare,USD,NYQ,230.83550000000002,VendorB
US3UAR4L4ZE0,T,AT&T Inc.,Communication Services,USD,NYQ,22.9775,VendorB
US8WTAZV6CEU,BLK,"BlackRock, Inc.",Financial Services,USD,NYQ,1038.9769000000001,VendorB
USRI67ZJ7ZSI,RTX,RTX Corporation,Industrials,USD,NYQ,117.6448,VendorB
US7KRLLR59JA,SPGI,S&P Global Inc.,Financial Services,USD,NYQ,496.7281,VendorB
USVML265XHMH,PFE,Pfizer Inc.,Healthcare,USD,NYQ,26.6236,VendorB
USDG005QSEF8,HON,Honeywell International Inc.,Industrials,USD,NMS,230.6032,VendorB
US6KWNXLKJM3,NEE,"NextEra Energy, Inc.",Utilities,USD,NYQ,72.3867,VendorB
US2GL3NC2G5U,CMCSA,Comcast Corporation,Communication Services,USD,NMS,38.602199999999996,VendorB
USQ74I4FMWQ1,ANET,Arista Networks Inc,Technology,USD,NYQ,113.9381,VendorB
USJQLE9WHCEL,AMGN,Amgen Inc.,Healthcare,USD,NMS,266.0138,VendorB
USZA3G637ZI2,PGR,The Progressive Corporation,Financial Services,USD,NYQ,242.3697,VendorB
US70I9FPNOJ7,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,USD,NYQ,250.1972,VendorB
US8UBZBSHU76,SYK,Stryker Corporation,Healthcare,USD,NYQ,368.24600000000004,VendorB
USCAGFFJLIPH,UNP,Union Pacific Corporation,Industrials,USD,NYQ,228.5832,VendorB
USZVSFM5NXHN,TJX,"The TJX Companies, Inc.",Consumer Cyclical,USD,NYQ,123.22,VendorB
US0PGSMK1Q29,KKR,KKR & Co. Inc.,Financial Services,USD,NYQ,149.0558,VendorB
US7WBJUP3U6R,SCHW,The Charles Schwab Corporation,Financial Services,USD,NYQ,75.0531,VendorB
USMU6LTF1SWS,ETN,Eaton Corporation plc,Industrials,USD,NYQ,341.5012,VendorB
USACN83EVK7E,AMAT,"Applied Materials, Inc.",Technology,USD,NMS,165.2259,VendorB
US6FGIAF3WZX,BA,The Boeing Company,Industrials,USD,NYQ,179.1235,VendorB
US8D5PAYDRO9,BSX,Boston Scientific Corporation,Healthcare,USD,NYQ,89.8395,VendorB
USSMJJZ7PNEU,C,Citigroup Inc.,Financial Services,USD,NYQ,69.8819,VendorB
USZSZDBS89CO,UBER,"Uber Technologies, Inc.",Technology,USD,NYQ,61.3373,VendorB
USAQA488WJUS,COP,ConocoPhillips,Energy,USD,NYQ,96.0712,VendorB
USHISXS3MTGE,PANW,"Palo Alto Networks, Inc.",Technology,USD,NMS,188.6478,VendorB
USU2T6EGQ9DW,ADP,"Automatic Data Processing, Inc.",Technology,USD,NMS,296.9602,VendorB
USTXWJRH13QZ,DE,Deere & Company,Industrials,USD,NYQ,436.8149,VendorB
US4VPLJ7K2TO,FI,"Fiserv, Inc.",Technology,USD,NYQ,208.1105,VendorB
USTYRXCIJTS7,BMY,Bristol-Myers Squibb Company,Healthcare,USD,NYQ,57.9033,VendorB
USAUC0NWIA49,LMT,Lockheed Martin Corporation,Industrials,USD,NYQ,493.9102,VendorB
USX1NEGZSN7H,GILD,"Gilead Sciences, Inc.",Healthcare,USD,NMS,93.4957,VendorB
USIYUABYHS9L,NKE,"NIKE, Inc.",Consumer Cyclical,USD,NYQ,77.7094,VendorB
USEB5AY3BGM5,CB,Chubb Limited,Financial Services,USD,NYQ,275.932,VendorB
US5CDMFSF0JE,UPS,"United Parcel Service, Inc.",Industrials,USD,NYQ,126.9368,VendorB
US9ZQM4D5EII,ADI,"Analog Devices, Inc.",Technology,USD,NMS,213.8978,VendorB
USE18Y9VK987,MMC,"Marsh & McLennan Companies, Inc.",Financial Services,USD,NYQ,213.8574,VendorB
US0EO5LKE7M5,MDT,Medtronic plc,Healthcare,USD,NYQ,81.8403,VendorB
USHUOCB7DQ16,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,USD,NMS,401.2427,VendorB
USQFD6PUBS2O,MU,"Micron Technology, Inc.",Technology,USD,NMS,91.02120000000001,VendorB
USJRB9GR7B43,SBUX,Starbucks Corporation,Consumer Cyclical,USD,NMS,88.8497,VendorB
US7UJ3Q1CWY7,PLD,"Prologis, Inc.",Real Estate,USD,NYQ,104.3532,VendorB
USR7QXKKEUUK,GEV,GE Vernova Inc.,Utilities,USD,NYQ,346.08660000000003,VendorB
US3ZD4U9A6T9,LRCX,Lam Research Corporation,Technology,USD,NMS,72.5079,VendorB
USNGGELZT5OZ,MO,"Altria Group, Inc.",Consumer Defensive,USD,NYQ,54.378400000000006,VendorB
USIRRJ6NL4HH,SO,The Southern Company,Utilities,USD,NYQ,83.6886,VendorB
USYDZWZ7KKRT,EQIX,"Equinix, Inc.",Real Estate,USD,NMS,936.4922,VendorB
USK2MB0OMAPT,CRWD,"CrowdStrike Holdings, Inc.",Technology,USD,NMS,365.91290000000004,VendorB
US2M6YLVVTDP,PYPL,"PayPal Holdings, Inc.",Financial Services,USD,NMS,88.0013,VendorB
USZQ9VVYDJVT,SHW,The Sherwin-Williams Company,Basic Materials,USD,NYQ,348.92470000000003,VendorB
USOOK6IJWRFQ,ICE,"Intercontinental Exchange, Inc.",Financial Services,USD,NYQ,151.8131,VendorB
USS76VYARYYU,CME,CME Group Inc.,Financial Services,USD,NMS,240.9153,VendorB
USQJ3TL31YHH,AMT,American Tower Corporation,Real Estate,USD,NYQ,185.5673,VendorB
US9FH2I7L7YT,APH,Amphenol Corporation,Technology,USD,NYQ,71.2858,VendorB
USKGF7637VX4,ELV,"Elevance Health, Inc.",Healthcare,USD,NYQ,369.6196,VendorB
US6U3JJ5GEWH,TT,Trane Technologies plc,Industrials,USD,NYQ,380.8811,VendorB
US93MPUVRDAA,MCO,Moody's Corporation,Financial Services,USD,NYQ,471.0135,VendorB
USBML4Q9W2BC,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,USD,NYQ,62.4887,VendorB
US9FM9WQ0XCT,INTC,Intel Corporation,Technology,USD,NMS,19.7152,VendorB
US26WP7OP65K,KLAC,KLA Corporation,Technology,USD,NMS,635.6637000000001,VendorB
USOQIZ8816ID,ABNB,"Airbnb, Inc.",Consumer Cyclical,USD,NMS,135.5521,VendorB
USXKBFI7KN1Y,DUK,Duke Energy Corporation,Utilities,USD,NYQ,109.36280000000001,VendorB
USAHYIJ70FLJ,PH,Parker-Hannifin Corporation,Industrials,USD,NYQ,653.672,VendorB
US16EWVEAV2H,CDNS,"Cadence Design Systems, Inc.",Technology,USD,NMS,304.48470000000003,VendorB
USAMAE1KNFPC,WM,"Waste Management, Inc.",Industrials,USD,NYQ,207.88830000000002,VendorB
US1MX9FFYI7T,DELL,Dell Technologies Inc.,Technology,USD,NYQ,116.9277,VendorB
USPV9P53EQA3,MDLZ,"Mondelez International, Inc.",Consumer Defensive,USD,NMS,59.9839,VendorB
USHW60PZ7GWH,MAR,"Marriott International, Inc.",Consumer Cyclical,USD,NMS,286.7996,VendorB
USAURJ40N4Z8,MSI,"Motorola Solutions, Inc.",Technology,USD,NYQ,474.6394,VendorB
USUY8UXLTJ8J,WELL,Welltower Inc.,Real Estate,USD,NYQ,125.8864,VendorB
US9S3NSBPOK3,AON,Aon plc,Financial Services,USD,NYQ,362.0547,VendorB
USVYX573WGT9,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,USD,NMS,708.8685,VendorB
USK16G9QEXGI,CI,The Cigna Group,Healthcare,USD,NYQ,279.6892,VendorB
USTCNITU1PHU,HCA,"HCA Healthcare, Inc.",Healthcare,USD,NYQ,306.6562,VendorB
USE4F0PANE24,PNC,"The PNC Financial Services Group, Inc.",Financial Services,USD,NYQ,194.6876,VendorB
USO9OX1IK1JR,ITW,Illinois Tool Works Inc.,Industrials,USD,NYQ,261.4082,VendorB
USE4MLHSVPM3,SNPS,"Synopsys, Inc.",Technology,USD,NMS,497.1018,VendorB
USCYQRSNJFG4,CTAS,Cintas Corporation,Industrials,USD,NMS,188.8094,VendorB
USBY61UJATH8,CL,Colgate-Palmolive Company,Consumer Defensive,USD,NYQ,92.9503,VendorB
US4MQ2VLXVRH,USB,U.S. Bancorp,Financial Services,USD,NYQ,48.3992,VendorB
USXFAGWRMMWB,FTNT,"Fortinet, Inc.",Technology,USD,NMS,98.1619,VendorB
USK9S73A05MU,ZTS,Zoetis Inc.,Healthcare,USD,NYQ,166.4884,VendorB
USBUYY89CGN3,MCK,McKesson Corporation,Healthcare,USD,NYQ,585.5374,VendorB
US74349S51WE,GD,General Dynamics Corporation,Industrials,USD,NYQ,266.27639999999997,VendorB
USWUFOJ39OSK,TDG,TransDigm Group Incorporated,Industrials,USD,NYQ,1288.9115000000002,VendorB
US69KVXB8U6R,CEG,Constellation Energy Corporation,Utilities,USD,NMS,229.2902,VendorB
US63ZLYLRPM6,AJG,Arthur J. Gallagher & Co.,Financial Services,USD,NYQ,285.93100000000004,VendorB
US9UEIFDE2MB,EMR,Emerson Electric Co.,Industrials,USD,NYQ,125.3309,VendorB
USTWX2LY66LC,MMM,3M Company,Industrials,USD,NYQ,130.5728,VendorB
USBNT777AGC7,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,USD,NMS,1231.3011,VendorB
USK9HL00NA48,NOC,Northrop Grumman Corporation,Industrials,USD,NYQ,474.2354,VendorB
USXVPUM4UH29,COF,Capital One Financial Corporation,Financial Services,USD,NYQ,180.4365,VendorB
USCLOGMGA81G,ECL,Ecolab Inc.,Basic Materials,USD,NYQ,240.6729,VendorB
US5DZ5TV8SXI,EOG,"EOG Resources, Inc.",Energy,USD,NYQ,120.2304,VendorB
US8OKD2GHQC0,FDX,FedEx Corporation,Industrials,USD,NYQ,278.4873,VendorB
US7C3CXBIE72,BDX,"Becton, Dickinson and Company",Healthcare,USD,NYQ,229.95680000000002,VendorB
US2JJPLQ2KJB,APD,"Air Products and Chemicals, Inc.",Basic Materials,USD,NYQ,297.9399,VendorB
USFIFIXCNRQ5,WMB,"The Williams Companies, Inc.",Energy,USD,NYQ,54.0249,VendorB
US7KWZ46CSZ8,SPG,"Simon Property Group, Inc.",Real Estate,USD,NYQ,173.32610000000003,VendorB
USX82Y0Z0MDP,ADSK,"Autodesk, Inc.",Technology,USD,NMS,301.1012,VendorB
USNRD3P8FM71,RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,USD,NYQ,240.8143,VendorB
USKIOB8TSOFF,RSG,"Republic Services, Inc.",Industrials,USD,NYQ,205.76729999999998,VendorB
USUNM0BW1SOC,CARR,Carrier Global Corporation,Industrials,USD,NYQ,69.1749,VendorB
USXY0HP7PQMQ,CSX,CSX Corporation,Industrials,USD,NMS,32.1685,VendorB
US2N22B6J3LC,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,USD,NYQ,251.9142,VendorB
USNQONCFDBME,DLR,"Digital Realty Trust, Inc.",Real Estate,USD,NYQ,180.35569999999998,VendorB
USW4I20U14Z4,TGT,Target Corporation,Consumer Defensive,USD,NYQ,132.79479999999998,VendorB
USAM2FKYLDIQ,KMI,"Kinder Morgan, Inc.",Energy,USD,NYQ,27.1185,VendorB
USAKZBESW41W,OKE,"ONEOK, Inc.",Energy,USD,NYQ,101.0808,VendorB
USS01VLXO279,TFC,Truist Financial Corporation,Financial Services,USD,NYQ,43.7532,VendorB
USDZ3RGFKYY5,AFL,Aflac Incorporated,Financial Services,USD,NYQ,103.7169,VendorB
US147CKOS4VV,GM,General Motors Company,Consumer Cyclical,USD,NYQ,52.328100000000006,VendorB
USR50R3L4185,BK,The Bank of New York Mellon Corporation,Financial Services,USD,NYQ,78.39620000000001,VendorB
USF7NS21U1XY,ROP,"Roper Technologies, Inc.",Technology,USD,NMS,530.654,VendorB
US9Z1IV5OMIQ,MET,"MetLife, Inc.",Financial Services,USD,NYQ,82.1736,VendorB
USGDH5T5WTM5,CPRT,"Copart, Inc.",Industrials,USD,NMS,58.8022,VendorB
USJUY9A9UUGE,FCX,Freeport-McMoRan Inc.,Basic Materials,USD,NYQ,39.2486,VendorB
USU0LNJHUIX1,CVS,CVS Health Corporation,Healthcare,USD,NYQ,44.8036,VendorB
USTYVGMN756R,PCAR,PACCAR Inc,Industrials,USD,NMS,106.3732,VendorB
USSR8D5R1YOM,SRE,Sempra,Utilities,USD,NYQ,87.6781,VendorB
US1LXXKWR0HV,AZO,"AutoZone, Inc.",Consumer Cyclical,USD,NYQ,3286.0047,VendorB
USCCWIB4WDDX,TRV,"The Travelers Companies, Inc.",Financial Services,USD,NYQ,243.1676,VendorB
USY5DXGERUIU,NXPI,NXP Semiconductors N.V.,Technology,USD,NMS,212.3424,VendorB
USDRT12FFZ2F,JCI,Johnson Controls International plc,Industrials,USD,NYQ,81.4464,VendorB
USE6YE4UT1O5,GWW,"W.W. Grainger, Inc.",Industrials,USD,NYQ,1103.8896,VendorB
US2F5P75LTSX,NSC,Norfolk Southern Corporation,Industrials,USD,NYQ,236.4915,VendorB
US148KHWTE08,PSA,Public Storage,Real Estate,USD,NYQ,300.475,VendorB
USWXAR2DLGCK,SLB,Schlumberger Limited,Energy,USD,NYQ,37.198299999999996,VendorB
US72AMK6N6MA,AMP,"Ameriprise Financial, Inc.",Financial Services,USD,NYQ,537.4412,VendorB
USOXZGDSRNP3,ALL,The Allstate Corporation,Financial Services,USD,NYQ,195.4956,VendorB
US25WKD75N1W,FICO,Fair Isaac Corporation,Technology,USD,NYQ,2111.8898,VendorB
USZOYKD0JCRS,MNST,Monster Beverage Corporation,Consumer Defensive,USD,NMS,52.2372,VendorB
UST1KWQWD3CS,PAYX,"Paychex, Inc.",Technology,USD,NMS,140.9354,VendorB
US7TEWZ0YMQ4,CHTR,"Charter Communications, Inc.",Communication Services,USD,NMS,355.015,VendorB
USC86EHOLUZ2,AEP,"American Electric Power Company, Inc.",Utilities,USD,NMS,93.6775,VendorB
USS151VDNHUO,ROST,"Ross Stores, Inc.",Consumer Cyclical,USD,NMS,150.6415,VendorB
USUS1EPUMKK2,PWR,"Quanta Services, Inc.",Industrials,USD,NYQ,331.69410000000005,VendorB
USIH0QH10C57,CMI,Cummins Inc.,Industrials,USD,NYQ,354.8938,VendorB
USZSOBJINWXS,AXON,"Axon Enterprise, Inc.",Industrials,USD,NMS,638.0069000000001,VendorB
USEK0F0GJIR3,VST,Vistra Corp.,Utilities,USD,NYQ,141.34949999999998,VendorB
USGGFYBT3IHI,URI,"United Rentals, Inc.",Industrials,USD,NYQ,729.8664,VendorB
USJAD7SCH2TT,MSCI,MSCI Inc.,Financial Services,USD,NYQ,610.848,VendorB
USIQE6FRAMWI,LULU,Lululemon Athletica Inc.,Consumer Cyclical,USD,NMS,383.2142,VendorB
US47C2EPY1KF,O,Realty Income Corporation,Real Estate,USD,NYQ,53.3179,VendorB
USTO90Y1L1XL,PSX,Phillips 66,Energy,USD,NYQ,111.47370000000001,VendorB
USIR6BV48YNY,AIG,"American International Group, Inc.",Financial Services,USD,NYQ,73.4169,VendorB
USCCD6FVLJEQ,FANG,"Diamondback Energy, Inc.",Energy,USD,NMS,156.4894,VendorB
USM4D72XX4FH,D,"Dominion Energy, Inc.",Utilities,USD,NYQ,54.1966,VendorB
USKGLZLOJQEA,HWM,Howmet Aerospace Inc.,Industrials,USD,NYQ,111.9383,VendorB
US9T6NI1HX37,DHI,"D.R. Horton, Inc.",Consumer Cyclical,USD,NYQ,141.0061,VendorB
USFM1VNFIADS,KR,The Kroger Co.,Consumer Defensive,USD,NYQ,62.4685,VendorB
USH4PJCFGTPY,NDAQ,"Nasdaq, Inc.",Financial Services,USD,NMS,78.477,VendorB
USD464PGBP4L,OXY,Occidental Petroleum Corporation,Energy,USD,NYQ,47.6013,VendorB
US6VILR5VDI4,EW,Edwards Lifesciences Corporation,Healthcare,USD,NYQ,75.5581,VendorB
USMCGGSQKPDJ,COR,"Cencora, Inc.",Healthcare,USD,NYQ,229.9669,VendorB
USFD3XGA2XBQ,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,USD,NMS,32.6937,VendorB
US9KQVY19U2Z,FIS,"Fidelity National Information Services, Inc.",Technology,USD,NYQ,82.27459999999999,VendorB
USP5350ZOB3G,KMB,Kimberly-Clark Corporation,Consumer Defensive,USD,NYQ,132.6332,VendorB
USTI7JU73ILI,NEM,Newmont Corporation,Basic Materials,USD,NYQ,38.662800000000004,VendorB
US3IY773XAUA,DFS,Discover Financial Services,Financial Services,USD,NYQ,174.8916,VendorB
UST5NRWTL0KI,PCG,PG&E Corporation,Utilities,USD,NYQ,20.0182,VendorB
USNWGKVGI24W,TEL,TE Connectivity plc,Technology,USD,NYQ,145.1067,VendorB
USYZ6USMTDN6,MPC,Marathon Petroleum Corporation,Energy,USD,NYQ,134.7138,VendorB
USA6GVTIGA9C,FAST,Fastenal Company,Industrials,USD,NMS,75.56819999999999,VendorB
USYEFCJN00UH,AME,"AMETEK, Inc.",Industrials,USD,NYQ,185.1936,VendorB
USF265EX96EP,PEG,Public Service Enterprise Group Incorporated,Utilities,USD,NYQ,85.9106,VendorB
USI36T343JKN,PRU,"Prudential Financial, Inc.",Financial Services,USD,NYQ,119.0083,VendorB
USTVGVDPH9O0,KVUE,Kenvue Inc.,Consumer Defensive,USD,NYQ,21.9877,VendorB
US0SLW758B9H,STZ,"Constellation Brands, Inc.",Consumer Defensive,USD,NYQ,229.9063,VendorB
US6Z1SF2SKTL,GLW,Corning Incorporated,Technology,USD,NYQ,47.783100000000005,VendorB
USK6TSY9FHWR,LHX,"L3Harris Technologies, Inc.",Industrials,USD,NYQ,215.68550000000002,VendorB
USLWQXDPP8BO,GRMN,Garmin Ltd.,Technology,USD,NYQ,211.0799,VendorB
USIOUK1T46SP,BKR,Baker Hughes Company,Energy,USD,NMS,40.7232,VendorB
USUP7CUC65E7,CBRE,"CBRE Group, Inc.",Real Estate,USD,NYQ,130.45159999999998,VendorB
USSXH64CNHLK,CTVA,"Corteva, Inc.",Basic Materials,USD,NYQ,58.0548,VendorB
USQ3GU9L1XXC,HES,Hess Corporation,Energy,USD,NYQ,129.4719,VendorB
USIXZ07EILXZ,CCI,Crown Castle Inc.,Real Estate,USD,NYQ,91.5666,VendorB
USW2UM969BDZ,DAL,"Delta Air Lines, Inc.",Industrials,USD,NYQ,61.5393,VendorB
USIL2VJZO32Y,CTSH,Cognizant Technology Solutions Corporation,Technology,USD,NMS,80.0223,VendorB
USCLJQAOKQRS,F,Ford Motor Company,Consumer Cyclical,USD,NYQ,9.978800000000001,VendorB
US726C00W2RB,VRSK,"Verisk Analytics, Inc.",Industrials,USD,NMS,279.6286,VendorB
USXA9UM2D8LX,EA,Electronic Arts Inc.,Communication Services,USD,NMS,149.27800000000002,VendorB
USC6WC889SA6,ODFL,"Old Dominion Freight Line, Inc.",Industrials,USD,NMS,183.18370000000002,VendorB
USLR1V1XQ5LZ,XEL,Xcel Energy Inc.,Utilities,USD,NMS,68.07400000000001,VendorB
US61GXUBNLDZ,TRGP,Targa Resources Corp.,Energy,USD,NYQ,178.5579,VendorB
US71I9PKQCXH,A,"Agilent Technologies, Inc.",Healthcare,USD,NYQ,135.8551,VendorB
USZCX0YVAGH6,IT,"Gartner, Inc.",Technology,USD,NYQ,496.1625,VendorB
US5S78TSA5PM,LVS,Las Vegas Sands Corp.,Consumer Cyclical,USD,NYQ,52.7725,VendorB
USIMX1CHI44T,SYY,Sysco Corporation,Consumer Defensive,USD,NYQ,77.7397,VendorB
USBL7NMMNNDJ,VLO,Valero Energy Corporation,Energy,USD,NYQ,119.77590000000001,VendorB
USNSJ5HPFYAK,OTIS,Otis Worldwide Corporation,Industrials,USD,NYQ,94.4956,VendorB
USQOKL7FT8Z8,LEN,Lennar Corporation,Consumer Cyclical,USD,NYQ,139.4608,VendorB
US2CY2ZRV40H,EXC,Exelon Corporation,Utilities,USD,NMS,37.3902,VendorB
USMML0NM4H83,IR,Ingersoll Rand Inc.,Industrials,USD,NYQ,93.2028,VendorB
USYESKY7K6M7,YUM,"Yum! Brands, Inc.",Consumer Cyclical,USD,NYQ,133.6836,VendorB
USI0YK6XHC1Z,KHC,The Kraft Heinz Company,Consumer Defensive,USD,NMS,30.8252,VendorB
USANU2TXPFKM,GEHC,GE HealthCare Technologies Inc.,Healthcare,USD,NMS,79.6991,VendorB
USAS4PV70DY2,IQV,IQVIA Holdings Inc.,Healthcare,USD,NYQ,199.2427,VendorB
USKR4PD0GC6Y,GIS,"General Mills, Inc.",Consumer Defensive,USD,NYQ,64.2461,VendorB
USWM4GVCB3NB,CCL,Carnival Corporation & plc,Consumer Cyclical,USD,NYQ,27.068,VendorB
USX4G2L7CRWI,RMD,ResMed Inc.,Healthcare,USD,NYQ,239.64270000000002,VendorB
USH8V73MI74S,VMC,Vulcan Materials Company,Basic Materials,USD,NYQ,265.7613,VendorB
US0I6LERMRN0,HSY,The Hershey Company,Consumer Defensive,USD,NYQ,171.96259999999998,VendorB
USW4G7B6X2OD,ACGL,Arch Capital Group Ltd.,Financial Services,USD,NMS,91.8999,VendorB
USASL9JXYYM8,IDXX,"IDEXX Laboratories, Inc.",Healthcare,USD,NMS,416.38259999999997,VendorB
US1YN32NOEYN,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,USD,NYQ,194.9603,VendorB
USAZG70FTYG7,ROK,"Rockwell Automation, Inc.",Industrials,USD,NYQ,292.6879,VendorB
USUBQVVY8VRP,MLM,"Martin Marietta Materials, Inc.",Basic Materials,USD,NYQ,539.0269000000001,VendorB
USFMH6OLIE8Q,EXR,Extra Space Storage Inc.,Real Estate,USD,NYQ,148.47,VendorB
USAIEQY3TRTZ,DD,"DuPont de Nemours, Inc.",Basic Materials,USD,NYQ,78.0528,VendorB
US5WY9YYF93M,ETR,Entergy Corporation,Utilities,USD,NYQ,75.8813,VendorB
